team,year,player_name,dob,batting_style,bowling_style,first_class_team
Pakistan,2019,Fakhar Zaman,10 April 1990,Left-handed,Left-arm orthodox,Federally Administered Tribal Areas
Pakistan,2019,Haris Sohail,15 October 1989,Left-handed,Left-arm orthodox,Federal Areas
Pakistan,2019,Hasan Ali,7 February 1994,Right-handed,Right-arm fast-medium,Islamabad
Pakistan,2019,Imad Wasim,18 December 1988,Left-handed,Left-arm orthodox,Islamabad
Pakistan,2019,Imam-ul-Haq,12 December 1995,Left-handed,Right-arm leg spin,Habib Bank
Pakistan,2019,Junaid Khan,24 December 1989,Right-handed,Left-arm fast,Sindh
Pakistan,2019,Mohammad Amir,13 April 1992,Left-handed,Left-arm fast,Sui Southern Gas Company
Pakistan,2019,Mohammad Hafeez,17 October 1980,Right-handed,Right-arm off spin,Sui Northern Gas Pipelines
Pakistan,2019,Mohammad Hasnain,5 April 2000,Right-handed,Right-arm fast-medium,Sindh
Pakistan,2019,"Sarfaraz Ahmed (c, wk)",22 May 1987,Right-handed,Right-arm off spin,Sindh
Pakistan,2019,Shadab Khan,4 October 1998,Right-handed,Right-arm leg spin,Khyber Pakhtunkhwa
Pakistan,2019,Shaheen Afridi,6 April 2000,Left-handed,Left-arm fast,Baluchistan
Pakistan,2019,Shoaib Malik,1 February 1982,Right-handed,Right-arm off spin,Punjab
Pakistan,2019,Wahab Riaz,28 June 1985,Right-handed,Left-arm fast,Khyber Pakhtunkhwa
South Africa,2019,Aiden Markram,4 October 1994,Right-handed,Right-arm off spin,Titans
South Africa,2019,Andile Phehlukwayo,3 March 1996,Left-handed,Right-arm fast-medium,Dolphins
South Africa,2019,Anrich Nortje,16 November 1993,Right-handed,Right-arm fast,Warriors
South Africa,2019,Chris Morris,30 April 1987,Right-handed,Right-arm fast-medium,Titans
South Africa,2019,Dale Steyn,27 June 1983,Right-handed,Right-arm fast,Titans
South Africa,2019,David Miller,10 June 1989,Left-handed,Right-arm off spin,Dolphins
South Africa,2019,Dwaine Pretorius,29 March 1989,Right-handed,Right-arm fast-medium,Lions
South Africa,2019,Faf du Plessis (c),13 July 1984,Right-handed,Right-arm leg spin,Titans
South Africa,2019,Hashim Amla,31 March 1983,Right-handed,Right-arm off spin,Cape Cobras
South Africa,2019,Imran Tahir,27 March 1979,Right-handed,Right-arm leg spin,Dolphins
South Africa,2019,JP Duminy,14 April 1984,Left-handed,Right-arm off spin,Cape Cobras
South Africa,2019,Kagiso Rabada,25 May 1995,Left-handed,Right-arm fast,Lions
South Africa,2019,Lungi Ngidi,29 March 1996,Right-handed,Right-arm fast,Titans
South Africa,2019,"Quinton de Kock (vc, wk)",17 December 1992,Left-handed,Left-arm orthodox,Titans
South Africa,2019,Rassie van der Dussen,7 February 1989,Right-handed,Right-arm leg spin,Lions
South Africa,2019,Tabraiz Shamsi,18 February 1990,Right-handed,Left-arm wrist spin,Titans
Sri Lanka,2019,Angelo Mathews,2 June 1987,Right-handed,Right-arm fast-medium,Colts
Sri Lanka,2019,Avishka Fernando,5 April 1998,Right-handed,Right-arm medium,Colts
Sri Lanka,2019,Dhananjaya de Silva (vc),6 September 1991,Right-handed,Right-arm off spin,Tamil Union
Sri Lanka,2019,Dimuth Karunaratne (c),21 April 1988,Left-handed,Right-arm medium,Sinhalese
Sri Lanka,2019,Isuru Udana,17 February 1988,Right-handed,Left-arm fast-medium,Chilaw Marians
Sri Lanka,2019,Jeevan Mendis,15 January 1983,Left-handed,Right-arm leg spin,Tamil Union
Sri Lanka,2019,Jeffrey Vandersay,5 February 1990,Right-handed,Right-arm leg spin,Sinhalese
Sri Lanka,2019,Kusal Mendis,2 February 1995,Right-handed,Right-arm leg spin,Colombo
Sri Lanka,2019,Kusal Perera (wk),17 August 1990,Left-handed,Right-arm medium,Colts
Sri Lanka,2019,Lahiru Thirimanne,9 August 1989,Left-handed,Right-arm medium,Ragama
Sri Lanka,2019,Lasith Malinga,28 August 1983,Right-handed,Right-arm fast,Nondescripts
Sri Lanka,2019,Milinda Siriwardana,4 December 1985,Left-handed,Left-arm orthodox,Chilaw Marians
Sri Lanka,2019,Nuwan Pradeep,19 October 1986,Right-handed,Right-arm fast-medium,Sinhalese
Sri Lanka,2019,Suranga Lakmal,10 March 1987,Right-handed,Right-arm fast-medium,Tamil Union
Sri Lanka,2019,Thisara Perera,3 April 1989,Left-handed,Right-arm medium,Sinhalese
West Indies,2019,Andre Russell,29 April 1988,Right-handed,Right-arm fast,Jamaica
West Indies,2019,Ashley Nurse,22 December 1988,Right-handed,Right-arm off spin,Barbados
West Indies,2019,Carlos Brathwaite,18 July 1988,Right-handed,Right-arm medium,Barbados
West Indies,2019,Chris Gayle (vc),21 September 1979,Left-handed,Right-arm off spin,Jamaica
West Indies,2019,Darren Bravo,6 February 1989,Left-handed,Right-arm medium,Trinidad and Tobago
West Indies,2019,Evin Lewis,27 December 1991,Left-handed,Right-arm medium,Trinidad and Tobago
West Indies,2019,Fabian Allen,7 May 1995,Right-handed,Left-arm orthodox,Jamaica
West Indies,2019,Jason Holder (c),5 November 1991,Right-handed,Right-arm medium,Barbados
West Indies,2019,Kemar Roach,30 June 1988,Right-handed,Right-arm fast-medium,Barbados
West Indies,2019,Nicholas Pooran (wk),2 October 1995,Left-handed,,Trinidad and Tobago
West Indies,2019,Oshane Thomas,18 February 1997,Left-handed,Right-arm fast,Jamaica
West Indies,2019,Shai Hope (wk),10 November 1993,Right-handed,Left-arm medium,Barbados
West Indies,2019,Shannon Gabriel,28 April 1988,Right-handed,Right-arm fast,Trinidad and Tobago
West Indies,2019,Sheldon Cottrell,19 August 1989,Right-handed,Left-arm fast-medium,Jamaica
West Indies,2019,Shimron Hetmyer,26 December 1996,Left-handed,Right-arm leg spin,Guyana
Afghanistan,2023,Abdul Rahman,22 November 2001,Right-handed,Right-arm medium-fast,Band-e-Amir Dragons
Afghanistan,2023,Azmatullah Omarzai,24 March 2000,Right-handed,Right-arm medium-fast,Mis Ainak Knights
Afghanistan,2023,Fazalhaq Farooqi,22 September 2000,Right-handed,Left-arm fast-medium,Kabul Eagles
Afghanistan,2023,Hashmatullah Shahidi (c),4 November 1994,Left-handed,Right-arm off break,Band-e-Amir Region
Afghanistan,2023,Ibrahim Zadran,12 December 2001,Right-handed,Right-arm medium-fast,Boost Defenders
Afghanistan,2023,Ikram Alikhil,28 November 2000,Left-handed,Wicket-keeper,Speenghar Tigers
Afghanistan,2023,Mohammad Nabi,1 January 1985,Right-handed,Right-arm off spin,Band-e-Amir Dragons
Afghanistan,2023,Mujeeb Ur Rahman,28 March 2001,Right-handed,Right-arm off break,Speenghar Tigers
Afghanistan,2023,Najibullah Zadran,18 February 1993,Left-handed,Right-arm off break,Boost Defenders
Afghanistan,2023,Naveen-ul-Haq,23 September 1999,Right-handed,Right-arm medium-fast,Kabul Eagles
Afghanistan,2023,Noor Ahmad,3 January 2005,Right-handed,Left-arm unorthodox spin,Mis Ainak Knights
Afghanistan,2023,Rahmanullah Gurbaz (wk),28 November 2001,Right-handed,Wicket-keeper,Kabul Eagles
Afghanistan,2023,Rahmat Shah,6 July 1993,Right-handed,Right-arm leg break,Mis Ainak Knights
Afghanistan,2023,Rashid Khan,20 September 1998,Right-handed,Right-arm leg spin,Speenghar Tigers
Afghanistan,2023,Riaz Hassan,7 November 2002,Right-handed,,Speenghar Tigers
Australia,2023,Adam Zampa,31 March 1992,Right-handed,Right-arm leg-break,New South Wales
Australia,2023,Alex Carey (wk),27 August 1991,Left-handed,Wicket-keeper,South Australia
Australia,2023,Ashton Agar,14 October 1993,Left-handed,Slow left-arm orthodox,Western Australia
Australia,2023,Cameron Green,3 June 1999,Right-handed,Right-arm fast-medium,Western Australia
Australia,2023,David Warner,27 October 1986,Left-handed,Right-arm leg-break,New South Wales
Australia,2023,Glenn Maxwell,14 October 1988,Right-handed,Right-arm off-break,Victoria
Australia,2023,Josh Hazlewood,8 January 1991,Left-handed,Right-arm fast-medium,New South Wales
Australia,2023,Josh Inglis (wk),10 June 1995,Right-handed,Wicket-keeper,Western Australia
Australia,2023,Marcus Stoinis,16 August 1989,Right-handed,Right-arm fast-medium,Western Australia
Australia,2023,Marnus Labuschagne,22 May 1994,Right-handed,Right-arm leg spin,Queensland
Australia,2023,Mitchell Marsh,20 October 1991,Right-handed,Right-arm fast-medium,Western Australia
Australia,2023,Mitchell Starc,30 January 1990,Left-handed,Left-arm fast,New South Wales
Australia,2023,Pat Cummins (c),8 May 1993,Right-handed,Right-arm fast,New South Wales
Australia,2023,Sean Abbott,29 February 1992,Right-handed,Right-arm fast-medium,New South Wales
Australia,2023,Steve Smith,2 June 1989,Right-handed,Right-arm leg spin,New South Wales
Australia,2023,Travis Head,29 December 1993,Left-handed,Right-arm off-break,South Australia
Bangladesh,2023,Anamul Haque,16 December 1992,Right-handed,Right-arm medium-fast,Prime Bank
Bangladesh,2023,Hasan Mahmud,12 October 1999,Right-handed,Right-arm fast-medium,KSKS
Bangladesh,2023,Litton Das,13 October 1994,Right-handed,Right-arm off spin,Mohammedan Sporting
Bangladesh,2023,Mahedi Hasan,12 December 1994,Right-handed,Right-arm off spin,Gazi Group Cricketers
Bangladesh,2023,Mahmudullah,4 February 1986,Right-handed,Right-arm off spin,Abahani Limited
Bangladesh,2023,Mehidy Hasan,25 October 1997,Right-handed,Right-arm off spin,Kalabagan
Bangladesh,2023,Mushfiqur Rahim (wk),9 May 1987,Right-handed,Right-arm medium,Legends of Rupganj
Bangladesh,2023,Mustafizur Rahman,6 September 1995,Left-handed,Left-arm fast-medium,Abahani Limited
Bangladesh,2023,Najmul Hossain Shanto (vc),25 August 1998,Left-handed,Right-arm off spin,Kalabagan
Bangladesh,2023,Nasum Ahmed,5 December 1994,Left-handed,Left-arm orthodox spin,Uttara Sporting Club
Bangladesh,2023,Shakib Al Hasan (c),24 March 1987,Left-handed,Slow left-arm orthodox,Abahani Limited
Bangladesh,2023,Shoriful Islam,3 June 2001,Left-handed,Left-arm medium-fast,Prime Bank
Bangladesh,2023,Tanzid Hasan,1 December 2000,Left-handed,,Kalabagan
Bangladesh,2023,Tanzim Hasan Sakib,20 October 2002,Right-handed,Right-arm medium-fast,BKSP
Bangladesh,2023,Taskin Ahmed,5 April 1995,Left-handed,Right-arm fast,Abahani Limited
Bangladesh,2023,Towhid Hridoy,4 December 2000,Right-handed,Right-arm off spin,Shinepukur
England,2023,Adil Rashid,17 February 1988,Right-handed,Right-arm leg spin,Yorkshire
England,2023,Ben Stokes,4 June 1991,Left-handed,Right-arm fast-medium,Durham
England,2023,Brydon Carse,31 July 1995,Right-handed,Right-arm fast,Durham
England,2023,Chris Woakes,2 March 1989,Right-handed,Right-arm fast-medium,Warwickshire
England,2023,David Willey,28 February 1990,Left-handed,Left-arm fast-medium,Northamptonshire
England,2023,Dawid Malan,3 September 1987,Left-handed,Right-arm leg spin,Yorkshire
England,2023,Gus Atkinson,19 January 1998,Right-handed,Right-arm fast,Surrey
England,2023,Harry Brook,22 February 1999,Right-handed,Right-arm medium,Yorkshire
England,2023,Joe Root,30 December 1990,Right-handed,Right-arm off spin,Yorkshire
England,2023,Jonny Bairstow,26 September 1989,Right-handed,Wicket-keeper,Yorkshire
England,2023,"Jos Buttler (c, wk)",8 September 1990,Right-handed,Wicket-keeper,Lancashire
England,2023,Liam Livingstone,4 August 1993,Right-handed,Right-arm leg spin,Lancashire
England,2023,Mark Wood,11 January 1990,Right-handed,Right-arm fast,Durham
England,2023,Moeen Ali (vc),7 June 1987,Left-handed,Right-arm off spin,Warwickshire
England,2023,Reece Topley,21 February 1994,Right-handed,Left-arm fast-medium,Surrey
England,2023,Sam Curran,3 June 1998,Left-handed,Left-arm fast-medium,Surrey
India,2023,Axar Patel,20 January 1994,Left-handed,Slow left-arm orthodox,Gujarat
India,2023,Hardik Pandya,11 October 1993,Right-handed,Right-arm medium-fast,Baroda
India,2023,Ishan Kishan (wk),18 July 1998,Left-handed,Wicket-keeper,Jharkhand
India,2023,Jasprit Bumrah,6 December 1993,Right-handed,Right-arm fast,Gujarat
India,2023,"K. L. Rahul (vc, wk)",18 April 1992,Right-handed,Right-arm medium,Karnataka
India,2023,Kuldeep Yadav,11 December 1994,Right-handed,Left-arm unorthodox spin,Uttar Pradesh
India,2023,Mohammed Shami,3 September 1990,Right-handed,Right-arm fast,Bengal
India,2023,Mohammed Siraj,13 March 1994,Right-handed,Right-arm fast,Hyderabad
India,2023,Prasidh Krishna,19 February 1996,Right-handed,Right-arm fast-medium,Karnataka
India,2023,Ravichandran Ashwin,17 September 1986,Right-handed,Right-arm off spin,Tamil Nadu
India,2023,Ravindra Jadeja,6 December 1988,Left-handed,Slow left-arm orthodox,Saurashtra
India,2023,Rohit Sharma (c),30 April 1987,Right-handed,Right-arm off spin,Mumbai
India,2023,Shardul Thakur,16 December 1991,Right-handed,Right-arm medium,Mumbai
India,2023,Shreyas Iyer,6 December 1994,Right-handed,Right-arm leg spin,Mumbai
India,2023,Shubman Gill,8 September 1999,Right-handed,Right-arm off spin,Punjab
India,2023,Suryakumar Yadav,14 September 1990,Right-handed,Right-arm off break,Mumbai
India,2023,Virat Kohli,5 November 1988,Right-handed,Right-arm medium,Delhi
Netherlands,2023,Aryan Dutt,12 May 2003,Right-handed,Right-arm off spin,VRA Amsterdam
Netherlands,2023,Bas de Leede,15 November 1999,Right-handed,Right-arm fast-medium,Durham
Netherlands,2023,Colin Ackermann,4 April 1991,Right-handed,Right-arm off spin,Leicestershire
Netherlands,2023,Logan van Beek,7 September 1990,Right-handed,Right-arm medium-fast,Voorburg
Netherlands,2023,Max O'Dowd,4 March 1994,Left-handed,Right-arm leg spin,VOC Rotterdam
Netherlands,2023,Noah Croes,13 December 1999,Right-handed,Right-arm medium,Voorburg
Netherlands,2023,Paul van Meekeren,15 January 1993,Right-handed,Right-arm fast-medium,Gloucestershire
Netherlands,2023,Roelof van der Merwe,31 December 1984,Right-handed,Slow left-arm orthodox,Somerset
Netherlands,2023,Ryan Klein,15 June 1997,Right-handed,Right-arm medium-fast,Voorburg
Netherlands,2023,Saqib Zulfiqar,28 March 1997,Right-handed,Right-arm leg spin,Punjab Rotterdam
Netherlands,2023,"Scott Edwards (c, wk)",23 August 1996,Right-handed,Wicket-keeper,VOC Rotterdam
Netherlands,2023,Shariz Ahmad,21 April 2003,Left-handed,Right-arm leg spin,Voorburg
Netherlands,2023,Sybrand Engelbrecht,15 September 1988,Right-handed,Right-arm off spin,Voorburg
Netherlands,2023,Teja Nidamanuru,22 August 1994,Right-handed,Right-arm off spin,VRA Amsterdam
Netherlands,2023,Vikramjit Singh,9 January 2003,Right-handed,Right-arm off spin,VRA Amsterdam
Netherlands,2023,Wesley Barresi,3 May 1984,Right-handed,Right-arm off spin,HBS Craeyenhout
New Zealand,2023,Daryl Mitchell,20 May 1991,Right-handed,Right-arm medium,Canterbury
New Zealand,2023,Devon Conway,8 July 1991,Left-handed,Right-arm medium,Wellington
New Zealand,2023,Glenn Phillips,6 December 1996,Right-handed,Right-arm off break,Otago
New Zealand,2023,Ish Sodhi,31 October 1992,Right-handed,Right-arm leg spin,Northern Districts
New Zealand,2023,James Neesham,17 September 1990,Left-handed,Right-arm medium-fast,Wellington
New Zealand,2023,Kane Williamson (c),8 August 1990,Right-handed,Right-arm off spin,Northern Districts
New Zealand,2023,Kyle Jamieson,30 December 1994,Right-handed,Right-arm fast-medium,Auckland
New Zealand,2023,Lockie Ferguson,13 June 1991,Right-handed,Right-arm fast,Auckland
New Zealand,2023,Mark Chapman,27 June 1994,Left-handed,Slow left-arm orthodox,Auckland
New Zealand,2023,Matt Henry,14 December 1991,Right-handed,Right-arm fast-medium,Canterbury
New Zealand,2023,Mitchell Santner,5 February 1992,Left-handed,Left-arm orthodox,Northern Districts
New Zealand,2023,Rachin Ravindra,18 November 1999,Left-handed,Slow left-arm orthodox,Wellington
New Zealand,2023,Tim Southee,11 December 1988,Right-handed,Right-arm fast-medium,Northern Districts
New Zealand,2023,"Tom Latham (vc, wk)",2 April 1992,Right-handed,Right-arm medium,Canterbury
New Zealand,2023,Trent Boult,22 July 1989,Right-handed,Left-arm fast-medium,Northern Districts
New Zealand,2023,Will Young,22 November 1992,Right-handed,Right-arm off break,Central Districts
Pakistan,2023,Abdullah Shafique,23 November 1999,Right-handed,Right-arm off spin,Balochistan
Pakistan,2023,Babar Azam (c),15 October 1994,Right-handed,Right-arm off spin,Islamabad
Pakistan,2023,Fakhar Zaman,10 April 1990,Left-handed,Slow left-arm orthodox,Khyber Pakhtunkhwa
Pakistan,2023,Haris Rauf,7 November 1993,Right-handed,Right-arm fast,Balochistan
Pakistan,2023,Hasan Ali,7 February 1994,Right-handed,Right-arm fast-medium,Central Punjab
Pakistan,2023,Iftikhar Ahmed,3 September 1990,Right-handed,Right-arm off spin,Khyber Pakhtunkhwa
Pakistan,2023,Imam-ul-Haq,22 December 1995,Left-handed,Right-arm leg spin,Balochistan
Pakistan,2023,Mohammad Nawaz,21 March 1994,Left-handed,Slow left-arm orthodox,Northern
Pakistan,2023,Mohammad Rizwan (wk),1 June 1992,Right-handed,Right-arm medium,Khyber Pakhtunkhwa
Pakistan,2023,Mohammad Wasim Jr.,25 August 2001,Right-handed,Right-arm fast-medium,Khyber Pakhtunkhwa
Pakistan,2023,Salman Ali Agha,23 November 1993,Right-handed,Right-arm off spin,Southern Punjab
Pakistan,2023,Saud Shakeel,5 September 1995,Left-handed,Left-arm orthodox spin,Sindh
Pakistan,2023,Shadab Khan (vc),4 October 1998,Right-handed,Right-arm leg spin,Khyber Pakhtunkhwa
Pakistan,2023,Shaheen Afridi,6 April 2000,Left-handed,Left-arm fast,Balochistan
Pakistan,2023,Usama Mir,23 December 1995,Right-handed,Right-arm leg spin,Central Punjab
South Africa,2023,Aiden Markram,4 October 1994,Right-handed,Right-arm off spin,Titans
South Africa,2023,Andile Phehlukwayo,3 March 1996,Left-handed,Right-arm medium-fast,Dolphins
South Africa,2023,Anrich Nortje,16 November 1993,Right-handed,Right-arm fast,Warriors
South Africa,2023,David Miller,10 June 1989,Left-handed,Right-arm off spin,Dolphins
South Africa,2023,Gerald Coetzee,2 October 2000,Right-handed,Right-arm fast,Knights
South Africa,2023,Heinrich Klaasen (wk),30 July 1991,Right-handed,Right-arm off spin,Titans
South Africa,2023,Kagiso Rabada,25 May 1995,Left-handed,Right-arm fast,Lions
South Africa,2023,Keshav Maharaj (vc),7 February 1990,Right-handed,Slow left-arm orthodox,Dolphins
South Africa,2023,Lizaad Williams,1 October 1993,Left-handed,Right-arm medium-fast,Titans
South Africa,2023,Lungi Ngidi,29 March 1996,Right-handed,Right-arm fast-medium,Titans
South Africa,2023,Marco Jansen,1 May 2000,Right-handed,Left-arm fast-medium,Warriors
South Africa,2023,Quinton de Kock (wk),17 December 1992,Left-handed,Wicket-keeper,Titans
South Africa,2023,Rassie van der Dussen,7 February 1989,Right-handed,Right-arm leg spin,Lions
South Africa,2023,Reeza Hendricks,14 August 1989,Right-handed,Right-arm off break,Lions
South Africa,2023,Sisanda Magala,7 January 1991,Right-handed,Right-arm fast-medium,Lions
South Africa,2023,Tabraiz Shamsi,18 February 1990,Right-handed,Left-arm wrist spin,Titans
South Africa,2023,Temba Bavuma (c),17 May 1990,Right-handed,Right-arm medium,Lions
Sri Lanka,2023,Angelo Mathews,2 June 1987,Right-handed,Right-arm medium,Colts
Sri Lanka,2023,Chamika Karunaratne,29 May 1996,Right-handed,Right-arm medium-fast,Nondescripts
Sri Lanka,2023,Charith Asalanka,29 June 1997,Left-handed,Right-arm off spin,Galle
Sri Lanka,2023,Dasun Shanaka (c),9 September 1991,Right-handed,Right-arm medium,Sinhalese
Sri Lanka,2023,Dhananjaya de Silva,6 September 1991,Left-handed,Right-arm medium,Tamil Union
